date,Kp,Ap,F10.7
1970-11-25,217,13,127.9
1970-11-26,167,8,129.3
1970-11-27,197,10,135.1
1970-11-28,157,8,148.9
1970-11-29,40,2,148.4
1970-11-30,17,1,152.5
1970-12-01,13,1,146.4
1970-12-02,83,4,148.4
1970-12-03,77,4,148.1
1970-12-04,90,5,154.0
1970-12-05,147,8,161.9
1970-12-06,147,8,167.5
1970-12-07,150,8,166.5
1970-12-08,250,19,167.3
1970-12-09,120,6,171.5
1970-12-10,53,3,170.9
1970-12-11,27,2,172.6
1970-12-12,67,4,178.4
1970-12-13,93,4,164.3
1970-12-14,400,65,154.6
1970-12-15,217,14,154.1
1970-12-16,67,4,146.7
1970-12-17,60,3,146.8
1970-12-18,47,3,151.6
1970-12-19,167,10,152.4
1970-12-20,147,8,155.6
1970-12-21,77,4,146.3
1970-12-22,117,6,136.8
1970-12-23,147,7,132.1
1970-12-24,193,14,124.4
1970-12-25,87,4,124.0
1970-12-26,83,4,122.3
1970-12-27,147,8,119.8
1970-12-28,240,18,117.3
1970-12-29,190,12,123.4
1970-12-30,187,13,129.0
1970-12-31,43,2,133.3
1971-01-01,113,6,130.5
1971-01-02,267,19,134.8
1971-01-03,347,33,134.7
1971-01-04,247,16,140.2
1971-01-05,187,9,146.1
1971-01-06,93,4,146.9
1971-01-07,17,1,150.2
1971-01-08,3,0,149.1
1971-01-09,10,1,152.8
1971-01-10,107,6,152.1
1971-01-11,147,8,149.0
1971-01-12,57,3,150.5
1971-01-13,127,6,148.1
1971-01-14,163,9,153.9
1971-01-15,163,8,153.7
1971-01-16,140,7,156.4
1971-01-17,127,6,155.3
1971-01-18,220,15,160.3
1971-01-19,207,13,165.8
1971-01-20,317,29,169.2
1971-01-21,213,12,178.7
1971-01-22,160,10,180.6
1971-01-23,130,6,182.9
1971-01-24,173,10,177.0
1971-01-25,160,9,168.6
1971-01-26,23,2,164.9
1971-01-27,330,37,166.7
1971-01-28,360,39,166.2
1971-01-29,217,16,160.7
1971-01-30,297,26,163.0
1971-01-31,250,17,170.1
1971-02-01,230,16,165.6
1971-02-02,167,9,160.5
1971-02-03,83,4,154.7
1971-02-04,80,4,148.6
1971-02-05,77,4,144.7
1971-02-06,133,6,143.7
1971-02-07,133,6,133.4
1971-02-08,190,10,123.2
1971-02-09,183,10,110.4
1971-02-10,167,10,109.5
1971-02-11,107,5,109.7
1971-02-12,140,6,110.5
1971-02-13,60,4,113.2
1971-02-14,220,16,114.8
1971-02-15,317,29,117.1
1971-02-16,307,28,129.8
1971-02-17,223,13,132.6
1971-02-18,213,12,130.4
1971-02-19,157,9,138.5
1971-02-20,163,8,136.2
1971-02-21,140,7,136.1
1971-02-22,67,3,143.6
1971-02-23,193,13,143.2
1971-02-24,180,13,147.5
1971-02-25,367,43,146.4
1971-02-26,303,31,143.2
1971-02-27,183,10,140.0
1971-02-28,107,6,136.6
1971-03-01,93,4,129.2
1971-03-02,80,4,125.8
1971-03-03,173,9,121.7
1971-03-04,220,14,116.0
1971-03-05,107,5,113.7
1971-03-06,90,4,109.1
1971-03-07,80,4,105.2
1971-03-08,233,15,104.0
1971-03-09,123,6,104.5
1971-03-10,227,15,107.0
1971-03-11,123,7,109.5
1971-03-12,220,20,115.3
1971-03-13,363,39,112.5
1971-03-14,320,29,111.7
1971-03-15,270,22,110.3
1971-03-16,227,14,114.5
1971-03-17,180,9,116.1
1971-03-18,130,6,114.2
1971-03-19,223,16,109.1
1971-03-20,190,13,106.3
1971-03-21,57,3,112.6
1971-03-22,47,3,112.4
1971-03-23,63,3,108.2
1971-03-24,213,14,107.8
1971-03-25,203,12,108.3
1971-03-26,227,15,107.8
1971-03-27,177,9,108.5
1971-03-28,40,2,106.2
1971-03-29,37,2,103.4
1971-03-30,150,9,100.9
1971-03-31,300,26,102.9
1971-04-01,183,12,100.5
1971-04-02,130,7,107.6
1971-04-03,230,16,109.0
1971-04-04,307,27,107.7
1971-04-05,183,11,108.3
1971-04-06,223,14,107.3
1971-04-07,113,6,113.2
1971-04-08,120,6,110.1
1971-04-09,390,53,108.9
1971-04-10,330,30,109.8
1971-04-11,307,27,124.1
1971-04-12,187,10,129.7
1971-04-13,160,8,139.6
1971-04-14,283,39,141.0
1971-04-15,330,36,140.0
1971-04-16,233,15,139.6
1971-04-17,143,8,139.9
1971-04-18,187,11,137.2
1971-04-19,153,8,138.4
1971-04-20,90,4,136.8
1971-04-21,213,22,128.9
1971-04-22,220,14,120.5
1971-04-23,177,10,117.5
1971-04-24,47,3,109.1
1971-04-25,17,1,106.0
1971-04-26,93,5,104.8
1971-04-27,157,8,101.7
1971-04-28,250,21,97.5
1971-04-29,167,9,95.8
1971-04-30,147,8,94.8
1971-05-01,133,7,95.3
1971-05-02,217,17,99.6
1971-05-03,153,8,106.2
1971-05-04,123,8,112.6
1971-05-05,137,8,117.9
1971-05-06,393,50,125.6
1971-05-07,350,36,131.1
1971-05-08,223,13,132.7
1971-05-09,207,12,138.3
1971-05-10,187,11,135.8
1971-05-11,80,4,135.3
1971-05-12,67,4,130.2
1971-05-13,83,4,125.0
1971-05-14,223,14,122.3
1971-05-15,193,12,118.0
1971-05-16,90,5,116.1
1971-05-17,453,73,112.8
1971-05-18,350,39,111.2
1971-05-19,190,10,109.8
1971-05-20,100,5,106.0
1971-05-21,100,5,102.0
1971-05-22,103,5,93.4
1971-05-23,187,11,89.7
1971-05-24,143,7,88.9
1971-05-25,140,6,92.3
1971-05-26,173,9,93.7
1971-05-27,33,2,103.9
1971-05-28,67,4,107.0
1971-05-29,110,6,108.5
1971-05-30,253,19,110.3
1971-05-31,80,4,111.6
1971-06-01,263,22,110.1
1971-06-02,333,31,108.3
1971-06-03,287,25,107.8
1971-06-04,173,9,107.3
1971-06-05,137,6,106.2
1971-06-06,113,5,105.0
1971-06-07,60,3,101.5
1971-06-08,143,7,101.8
1971-06-09,60,3,100.9
1971-06-10,83,4,97.5
1971-06-11,120,6,96.0
1971-06-12,63,3,93.3
1971-06-13,133,8,93.7
1971-06-14,110,5,94.0
1971-06-15,103,5,91.3
1971-06-16,117,6,90.8
1971-06-17,167,10,93.1
1971-06-18,127,6,95.4
1971-06-19,40,2,94.6
1971-06-20,67,4,94.2
1971-06-21,93,4,95.2
1971-06-22,113,5,98.4
1971-06-23,143,7,94.9
1971-06-24,93,5,105.3
1971-06-25,330,32,110.1
1971-06-26,193,12,115.9
1971-06-27,87,4,122.5
1971-06-28,153,9,131.1
1971-06-29,283,23,141.1
1971-06-30,187,10,148.8
1971-07-01,193,10,145.1
1971-07-02,230,14,139.4
1971-07-03,143,7,130.5
1971-07-04,140,7,134.7
1971-07-05,143,7,134.6
1971-07-06,153,9,127.0
1971-07-07,57,3,122.5
1971-07-08,157,8,116.7
1971-07-09,113,6,107.7
1971-07-10,43,2,108.5
1971-07-11,113,6,108.7
1971-07-12,143,7,109.6
1971-07-13,170,9,111.2
1971-07-14,160,8,113.9
1971-07-15,153,8,125.6
1971-07-16,130,6,125.3
1971-07-17,80,4,121.5
1971-07-18,133,7,121.0
1971-07-19,133,7,126.9
1971-07-20,70,4,118.8
1971-07-21,247,21,113.6
1971-07-22,123,8,115.7
1971-07-23,153,8,121.3
1971-07-24,93,5,134.5
1971-07-25,60,3,121.4
1971-07-26,167,17,122.3
1971-07-27,167,9,119.0
1971-07-28,107,6,116.7
1971-07-29,113,6,114.3
1971-07-30,160,8,116.3
1971-07-31,170,9,113.2
1971-08-01,120,6,109.7
1971-08-02,223,17,109.2
1971-08-03,77,4,106.4
1971-08-04,147,7,106.4
1971-08-05,177,14,106.9
1971-08-06,33,2,105.0
1971-08-07,93,5,102.6
1971-08-08,197,11,108.6
1971-08-09,177,9,112.1
1971-08-10,197,11,109.7
1971-08-11,223,15,104.7
1971-08-12,173,10,102.1
1971-08-13,127,6,101.9
1971-08-14,80,4,100.7
1971-08-15,107,5,97.3
1971-08-16,153,8,98.8
1971-08-17,140,11,103.6
1971-08-18,210,14,110.5
1971-08-19,73,4,126.2
1971-08-20,70,4,141.1
1971-08-21,167,8,150.3
1971-08-22,173,9,151.2
1971-08-23,197,12,148.6
1971-08-24,150,7,157.6
1971-08-25,140,7,143.5
1971-08-26,180,10,138.8
1971-08-27,63,3,135.3
1971-08-28,110,6,123.6
1971-08-29,120,6,112.0
1971-08-30,117,6,103.3
1971-08-31,330,32,96.3
1971-09-01,190,10,90.3
1971-09-02,23,2,90.1
1971-09-03,107,5,92.5
1971-09-04,120,9,92.6
1971-09-05,233,14,95.2
1971-09-06,190,12,101.8
1971-09-07,267,20,107.3
1971-09-08,197,12,103.5
1971-09-09,143,7,98.3
1971-09-10,110,6,91.8
1971-09-11,123,6,89.3
1971-09-12,150,8,91.6
1971-09-13,237,17,98.9
1971-09-14,170,9,108.1
1971-09-15,170,9,113.5
1971-09-16,187,11,112.5
1971-09-17,183,13,116.5
1971-09-18,353,47,116.6
1971-09-19,167,9,113.1
1971-09-20,247,16,110.3
1971-09-21,97,5,109.2
1971-09-22,83,4,110.3
1971-09-23,37,2,108.1
1971-09-24,93,6,106.3
1971-09-25,293,27,109.2
1971-09-26,213,21,111.9
1971-09-27,347,38,116.6
1971-09-28,180,10,116.6
1971-09-29,117,6,114.8
1971-09-30,280,23,116.9
1971-10-01,273,21,114.6
1971-10-02,280,21,114.2
1971-10-03,253,20,113.4
1971-10-04,213,13,109.1
1971-10-05,237,16,106.1
1971-10-06,240,20,102.4
1971-10-07,180,16,98.3
1971-10-08,277,23,98.1
1971-10-09,353,37,99.5
1971-10-10,157,8,95.4
1971-10-11,187,10,94.5
1971-10-12,147,9,94.9
1971-10-13,230,14,91.0
1971-10-14,167,9,89.9
1971-10-15,150,8,89.8
1971-10-16,87,4,89.3
1971-10-17,63,3,94.7
1971-10-18,40,2,99.1
1971-10-19,37,2,109.8
1971-10-20,87,4,115.6
1971-10-21,97,5,119.3
1971-10-22,150,9,122.2
1971-10-23,110,6,123.9
1971-10-24,210,13,125.7
1971-10-25,137,6,124.3
1971-10-26,33,2,119.3
1971-10-27,67,4,116.1
1971-10-28,223,17,110.5
1971-10-29,307,27,105.1
1971-10-30,193,14,107.5
1971-10-31,100,5,106.2
1971-11-01,113,6,109.5
1971-11-02,53,3,111.7
1971-11-03,53,3,115.2
1971-11-04,117,6,112.8
1971-11-05,97,5,116.0
1971-11-06,50,3,109.5
1971-11-07,130,7,104.6
1971-11-08,167,8,100.7
1971-11-09,73,4,101.6
1971-11-10,100,5,102.7
1971-11-11,237,16,104.6
1971-11-12,170,9,102.6
1971-11-13,57,3,103.3
1971-11-14,20,1,103.1
1971-11-15,33,2,101.1
1971-11-16,33,2,104.7
1971-11-17,17,1,105.4
1971-11-18,133,7,104.1
1971-11-19,130,7,107.6
1971-11-20,130,6,113.0
1971-11-21,197,11,114.9
1971-11-22,330,31,118.8
1971-11-23,380,45,120.4
1971-11-24,350,36,121.6
1971-11-25,377,43,121.7
1971-11-26,250,19,128.8
1971-11-27,160,8,128.1
1971-11-28,183,10,125.6
1971-11-29,110,5,117.2
1971-11-30,100,5,114.1
1971-12-01,133,6,116.9
1971-12-02,97,5,109.4
1971-12-03,200,12,109.7
1971-12-04,153,8,106.2
1971-12-05,97,5,111.7
1971-12-06,50,3,111.8
1971-12-07,20,1,113.0
1971-12-08,60,3,114.7
1971-12-09,150,7,121.2
1971-12-10,53,3,122.4
1971-12-11,103,6,122.2
1971-12-12,137,9,124.0
1971-12-13,223,13,118.7
1971-12-14,53,3,118.5
1971-12-15,67,3,117.3
1971-12-16,103,8,117.6
1971-12-17,423,67,131.2
1971-12-18,273,22,134.6
1971-12-19,177,11,134.4
1971-12-20,60,3,135.2
1971-12-21,163,10,135.7
1971-12-22,270,19,139.2
1971-12-23,207,12,132.9
1971-12-24,140,7,129.4
1971-12-25,130,6,126.8
1971-12-26,193,12,120.2
1971-12-27,77,4,120.2
1971-12-28,70,4,113.2
1971-12-29,230,15,112.7
1971-12-30,233,16,112.4
1971-12-31,140,7,106.8
1972-01-01,140,7,104.7
1972-01-02,147,8,103.1
1972-01-03,120,6,99.6
1972-01-04,163,10,97.9
1972-01-05,130,6,99.1
1972-01-06,37,2,103.1
1972-01-07,67,4,99.5
1972-01-08,90,4,98.8
1972-01-09,110,5,94.3
1972-01-10,120,7,92.3
1972-01-11,227,15,95.8
1972-01-12,117,6,99.6
1972-01-13,73,4,99.0
1972-01-14,63,3,105.8
1972-01-15,233,19,115.4
1972-01-16,303,29,113.5
1972-01-17,267,20,113.9
1972-01-18,263,19,110.9
1972-01-19,203,11,115.9
1972-01-20,167,8,123.0
1972-01-21,237,22,127.9
1972-01-22,300,25,123.2
1972-01-23,330,32,136.3
1972-01-24,183,10,137.2
1972-01-25,250,17,131.8
1972-01-26,277,22,123.8
1972-01-27,240,15,118.9
1972-01-28,273,23,119.5
1972-01-29,227,14,116.1
1972-01-30,157,9,112.9
1972-01-31,127,7,111.9
1972-02-01,137,7,106.7
1972-02-02,220,13,106.5
1972-02-03,160,9,104.8
1972-02-04,170,9,103.6
1972-02-05,123,6,102.6
1972-02-06,113,6,98.6
1972-02-07,147,8,102.2
1972-02-08,123,7,104.3
1972-02-09,70,4,106.3
1972-02-10,183,10,113.6
1972-02-11,137,7,118.4
1972-02-12,73,4,123.9
1972-02-13,253,22,126.3
1972-02-14,227,15,136.7
1972-02-15,207,13,145.8
1972-02-16,157,8,153.2
1972-02-17,260,22,168.2
1972-02-18,160,12,184.4
1972-02-19,190,14,190.6
1972-02-20,190,12,202.5
1972-02-21,173,9,189.6
1972-02-22,90,4,180.4
1972-02-23,127,6,175.6
1972-02-24,330,33,164.2
1972-02-25,240,16,151.9
1972-02-26,110,6,149.3
1972-02-27,87,4,140.3
1972-02-28,113,6,133.2
1972-02-29,30,2,130.5
1972-03-01,150,8,125.5
1972-03-02,183,10,129.7
1972-03-03,240,16,131.1
1972-03-04,150,8,137.1
1972-03-05,107,5,140.8
1972-03-06,193,26,143.7
1972-03-07,367,45,143.3
1972-03-08,187,12,141.6
1972-03-09,187,10,137.4
1972-03-10,53,3,132.5
1972-03-11,113,7,134.9
1972-03-12,60,3,128.5
1972-03-13,133,7,129.3
1972-03-14,80,4,129.7
1972-03-15,100,5,135.3
1972-03-16,250,20,133.0
1972-03-17,243,16,133.8
1972-03-18,173,11,131.9
1972-03-19,97,5,131.0
1972-03-20,103,5,135.2
1972-03-21,103,5,135.8
1972-03-22,170,10,131.2
1972-03-23,150,8,140.0
1972-03-24,267,20,126.6
1972-03-25,157,8,116.4
1972-03-26,173,10,110.5
1972-03-27,253,19,104.1
1972-03-28,153,11,101.1
1972-03-29,273,22,96.5
1972-03-30,303,27,98.3
1972-03-31,223,15,95.7
1972-04-01,233,17,96.0
1972-04-02,150,11,97.3
1972-04-03,67,4,98.1
1972-04-04,247,17,101.0
1972-04-05,230,17,105.3
1972-04-06,140,8,118.1
1972-04-07,163,8,121.3
1972-04-08,113,6,123.8
1972-04-09,47,3,130.5
1972-04-10,113,5,130.3
1972-04-11,113,6,129.8
1972-04-12,187,10,128.3
1972-04-13,203,12,128.4
1972-04-14,147,7,125.0
1972-04-15,140,6,126.0
1972-04-16,113,6,124.3
1972-04-17,123,6,120.3
1972-04-18,297,24,115.7
1972-04-19,160,10,115.4
1972-04-20,143,8,111.3
1972-04-21,247,19,106.9
1972-04-22,133,10,109.4
1972-04-23,167,8,108.4
1972-04-24,97,5,110.2
1972-04-25,53,3,111.6
1972-04-26,47,3,109.9
1972-04-27,117,7,109.0
1972-04-28,270,22,103.2
1972-04-29,373,42,98.6
1972-04-30,233,17,97.0
1972-05-01,257,18,95.0
1972-05-02,257,18,94.9
1972-05-03,147,7,97.7
1972-05-04,113,5,102.7
1972-05-05,117,6,108.7
1972-05-06,177,9,117.6
1972-05-07,60,3,120.9
1972-05-08,70,4,128.8
1972-05-09,220,14,133.0
1972-05-10,180,9,138.3
1972-05-11,150,7,140.8
1972-05-12,173,9,148.6
1972-05-13,147,8,161.6
1972-05-14,147,7,162.8
1972-05-15,213,38,164.6
1972-05-16,203,18,161.8
1972-05-17,177,9,169.3
1972-05-18,167,10,165.5
1972-05-19,67,4,156.7
1972-05-20,83,4,152.3
1972-05-21,77,4,148.2
1972-05-22,110,5,143.3
1972-05-23,127,7,135.2
1972-05-24,90,5,135.5
1972-05-25,110,5,127.3
1972-05-26,160,8,116.3
1972-05-27,143,8,114.3
1972-05-28,263,22,110.8
1972-05-29,187,10,116.2
1972-05-30,223,14,116.8
1972-05-31,210,12,122.5
1972-06-01,117,6,128.2
1972-06-02,137,6,130.0
1972-06-03,207,12,137.5
1972-06-04,220,13,149.5
1972-06-05,200,11,164.8
1972-06-06,120,7,159.1
1972-06-07,157,8,152.7
1972-06-08,127,6,150.2
1972-06-09,80,4,149.1
1972-06-10,87,4,139.5
1972-06-11,70,4,143.2
1972-06-12,57,3,149.7
1972-06-13,90,4,138.9
1972-06-14,173,10,136.5
1972-06-15,190,11,139.5
1972-06-16,160,8,142.7
1972-06-17,390,62,149.6
1972-06-18,533,126,149.0
1972-06-19,233,19,143.2
1972-06-20,147,9,142.5
1972-06-21,107,5,139.0
1972-06-22,203,12,135.1
1972-06-23,207,11,130.7
1972-06-24,210,14,128.5
1972-06-25,127,6,125.5
1972-06-26,173,10,120.8
1972-06-27,233,17,121.9
1972-06-28,217,13,127.3
1972-06-29,200,11,132.4
1972-06-30,63,3,134.5
1972-07-01,97,5,133.0
1972-07-02,133,7,137.0
1972-07-03,143,7,139.9
1972-07-04,77,4,146.7
1972-07-05,47,3,150.2
1972-07-06,70,4,146.1
1972-07-07,190,10,143.2
1972-07-08,163,10,136.7
1972-07-09,130,6,127.1
1972-07-10,150,7,121.7
1972-07-11,130,6,123.6
1972-07-12,130,7,119.3
1972-07-13,60,3,119.9
1972-07-14,57,3,119.5
1972-07-15,107,6,117.6
1972-07-16,167,8,115.1
1972-07-17,153,8,114.6
1972-07-18,110,5,108.9
1972-07-19,157,8,108.9
1972-07-20,110,5,110.9
1972-07-21,50,3,111.7
1972-07-22,133,10,111.6
1972-07-23,177,10,109.6
1972-07-24,193,17,109.5
1972-07-25,330,33,112.4
1972-07-26,250,17,120.6
1972-07-27,157,9,127.2
1972-07-28,103,5,133.3
1972-07-29,70,4,139.1
1972-07-30,80,4,141.2
1972-07-31,97,6,150.2
1972-08-01,170,10,156.3
1972-08-02,103,5,150.4
1972-08-03,97,5,147.1
1972-08-04,500,132,146.0
1972-08-05,603,182,146.5
1972-08-06,467,87,143.4
1972-08-07,263,20,139.0
1972-08-08,147,9,125.3
1972-08-09,413,74,123.8
1972-08-10,253,18,118.6
1972-08-11,257,17,113.3
1972-08-12,143,7,107.6
1972-08-13,100,5,101.7
1972-08-14,170,9,97.9
1972-08-15,177,10,97.6
1972-08-16,120,6,100.6
1972-08-17,137,6,106.4
1972-08-18,213,13,109.6
1972-08-19,223,14,116.2
1972-08-20,227,15,117.9
1972-08-21,237,15,119.5
1972-08-22,157,8,127.3
1972-08-23,47,3,122.9
1972-08-24,43,2,122.6
1972-08-25,90,5,127.8
1972-08-26,243,18,137.4
1972-08-27,273,25,144.1
1972-08-28,153,8,147.2
1972-08-29,153,8,163.3
1972-08-30,130,6,163.3
1972-08-31,127,7,154.2
1972-09-01,103,5,144.3
1972-09-02,127,6,139.7
1972-09-03,103,5,129.4
1972-09-04,113,6,122.0
1972-09-05,97,5,117.0
1972-09-06,193,10,119.2
1972-09-07,103,5,110.4
1972-09-08,180,9,115.9
1972-09-09,147,8,112.9
1972-09-10,233,15,107.2
1972-09-11,190,11,102.7
1972-09-12,103,5,100.6
1972-09-13,320,53,94.6
1972-09-14,330,54,99.5
1972-09-15,293,24,103.4
1972-09-16,263,19,103.1
1972-09-17,303,26,100.3
1972-09-18,213,14,102.6
1972-09-19,97,6,106.2
1972-09-20,73,4,113.2
1972-09-21,43,2,113.4
1972-09-22,93,4,119.4
1972-09-23,197,13,125.2
1972-09-24,247,16,126.8
1972-09-25,123,6,126.3
1972-09-26,150,7,122.5
1972-09-27,147,8,118.3
1972-09-28,157,8,116.4
1972-09-29,300,25,115.2
1972-09-30,143,8,118.5
1972-10-01,130,7,114.7
1972-10-02,103,5,108.4
1972-10-03,83,4,107.3
1972-10-04,120,7,103.3
1972-10-05,30,2,100.6
1972-10-06,30,2,98.4
1972-10-07,113,8,96.1
1972-10-08,67,4,97.2
1972-10-09,83,4,100.5
1972-10-10,137,6,94.7
1972-10-11,240,19,93.5
1972-10-12,237,21,94.7
1972-10-13,277,21,94.5
1972-10-14,303,26,97.0
1972-10-15,153,8,102.1
1972-10-16,197,12,106.2
1972-10-17,33,2,112.1
1972-10-18,173,11,111.0
1972-10-19,330,34,117.1
1972-10-20,233,14,122.2
1972-10-21,237,16,132.8
1972-10-22,220,13,141.7
1972-10-23,263,18,151.2
1972-10-24,200,11,156.5
1972-10-25,127,6,171.8
1972-10-26,157,8,170.0
1972-10-27,137,7,167.6
1972-10-28,170,11,159.1
1972-10-29,270,21,151.9
1972-10-30,260,20,144.6
1972-10-31,233,29,140.1
1972-11-01,457,98,129.9
1972-11-02,367,42,121.8
1972-11-03,163,13,113.9
1972-11-04,120,6,115.8
1972-11-05,63,3,102.6
1972-11-06,153,7,93.2
1972-11-07,140,7,85.7
1972-11-08,143,7,82.5
1972-11-09,147,7,82.3
1972-11-10,87,4,84.7
1972-11-11,140,7,88.3
1972-11-12,113,6,88.7
1972-11-13,67,4,86.7
1972-11-14,73,4,85.1
1972-11-15,243,17,86.5
1972-11-16,333,31,89.6
1972-11-17,210,12,91.5
1972-11-18,177,9,94.6
1972-11-19,203,11,99.7
1972-11-20,310,27,109.4
1972-11-21,160,9,109.3
1972-11-22,200,13,110.9
1972-11-23,190,11,115.3
1972-11-24,103,5,115.4
1972-11-25,163,8,112.7
1972-11-26,203,14,108.6
1972-11-27,183,11,102.3
1972-11-28,200,12,97.5
1972-11-29,170,9,92.7
1972-11-30,90,4,95.1
1972-12-01,103,6,91.1
1972-12-02,103,5,89.4
1972-12-03,137,6,85.2
1972-12-04,83,4,82.3
1972-12-05,27,2,80.4
1972-12-06,50,3,77.8
1972-12-07,180,10,87.1
1972-12-08,130,6,91.6
1972-12-09,70,4,94.7
1972-12-10,40,2,97.2
1972-12-11,60,3,105.1
1972-12-12,123,8,108.9
1972-12-13,327,30,111.2
1972-12-14,167,9,114.8
1972-12-15,277,29,116.1
1972-12-16,343,33,110.2
1972-12-17,217,13,111.9
1972-12-18,167,8,112.4
1972-12-19,143,7,113.2
1972-12-20,87,4,111.4
1972-12-21,30,2,113.4
1972-12-22,190,14,107.9
1972-12-23,313,30,106.2
1972-12-24,170,13,101.1
1972-12-25,77,4,103.3
1972-12-26,97,5,97.7
1972-12-27,37,2,97.6
1972-12-28,93,4,91.9
1972-12-29,230,15,92.8
1972-12-30,260,19,92.0
1972-12-31,210,13,94.3
1973-01-01,177,11,93.9
1973-01-02,30,2,98.2
1973-01-03,40,2,105.1
1973-01-04,193,11,109.3
1973-01-05,260,21,113.3
1973-01-06,263,20,115.0
1973-01-07,147,8,112.3
1973-01-08,220,15,103.2
1973-01-09,247,16,103.7
1973-01-10,320,28,103.8
1973-01-11,300,24,102.8
1973-01-12,303,25,103.5
1973-01-13,243,16,100.9
1973-01-14,160,8,96.2
1973-01-15,173,9,94.6
1973-01-16,153,8,93.8
1973-01-17,113,5,94.2
1973-01-18,43,3,95.3
1973-01-19,147,10,94.8
1973-01-20,300,29,98.3
1973-01-21,260,22,97.9
1973-01-22,113,5,98.5
1973-01-23,213,13,97.2
1973-01-24,283,22,96.9
1973-01-25,263,20,95.6
1973-01-26,270,20,95.3
1973-01-27,343,33,93.4
1973-01-28,340,33,91.7
1973-01-29,287,22,91.4
1973-01-30,227,15,89.7
1973-01-31,133,6,87.7
1973-02-01,250,17,88.6
1973-02-02,227,14,88.6
1973-02-03,240,16,93.1
1973-02-04,143,7,94.1
1973-02-05,160,9,94.3
1973-02-06,230,15,95.3
1973-02-07,230,14,98.5
1973-02-08,307,25,100.5
1973-02-09,273,20,100.9
1973-02-10,193,11,102.1
1973-02-11,163,8,101.2
1973-02-12,170,9,104.6
1973-02-13,70,4,104.7
1973-02-14,137,7,105.6
1973-02-15,147,8,104.7
1973-02-16,143,10,98.7
1973-02-17,230,16,94.2
1973-02-18,197,11,90.7
1973-02-19,183,10,88.9
1973-02-20,147,9,89.4
1973-02-21,323,49,89.9
1973-02-22,353,46,89.7
1973-02-23,400,48,91.4
1973-02-24,417,54,93.6
1973-02-25,330,31,97.2
1973-02-26,347,34,95.6
1973-02-27,373,44,98.2
1973-02-28,257,20,100.9
1973-03-01,263,22,99.5
1973-03-02,373,40,101.6
1973-03-03,220,14,97.8
1973-03-04,83,4,96.6
1973-03-05,107,6,94.8
1973-03-06,290,28,98.9
1973-03-07,157,8,92.2
1973-03-08,133,7,98.9
1973-03-09,197,11,104.7
1973-03-10,157,8,105.6
1973-03-11,163,8,113.4
1973-03-12,213,14,114.5
1973-03-13,110,5,118.9
1973-03-14,73,4,114.0
1973-03-15,50,3,107.1
1973-03-16,207,12,106.9
1973-03-17,130,6,101.5
1973-03-18,257,20,94.9
1973-03-19,457,82,96.7
1973-03-20,477,80,91.0
1973-03-21,427,58,87.4
1973-03-22,410,53,90.3
1973-03-23,403,50,87.1
1973-03-24,400,49,89.4
1973-03-25,407,50,90.0
1973-03-26,303,32,88.6
1973-03-27,320,28,92.0
1973-03-28,290,22,94.2
1973-03-29,237,16,99.0
1973-03-30,233,15,102.7
1973-03-31,300,33,110.3
1973-04-01,427,91,115.0
1973-04-02,390,54,118.1
1973-04-03,297,26,129.4
1973-04-04,170,9,122.3
1973-04-05,117,7,117.7
1973-04-06,83,4,112.7
1973-04-07,73,4,110.3
1973-04-08,137,8,121.0
1973-04-09,120,7,120.5
1973-04-10,67,4,115.5
1973-04-11,287,24,110.3
1973-04-12,60,3,103.4
1973-04-13,330,46,99.4
1973-04-14,380,57,92.7
1973-04-15,167,9,89.5
1973-04-16,427,60,85.0
1973-04-17,407,51,82.1
1973-04-18,393,46,80.9
1973-04-19,370,42,82.8
1973-04-20,387,46,86.4
1973-04-21,380,42,95.2
1973-04-22,377,44,105.0
1973-04-23,293,25,109.2
1973-04-24,223,14,109.0
1973-04-25,220,14,109.2
1973-04-26,303,28,110.0
1973-04-27,293,26,111.6
1973-04-28,290,26,112.6
1973-04-29,423,59,109.5
1973-04-30,253,18,106.2
1973-05-01,227,17,111.9
1973-05-02,200,12,115.0
1973-05-03,173,9,117.3
1973-05-04,150,8,115.9
1973-05-05,107,5,115.0
1973-05-06,180,13,109.7
1973-05-07,243,16,103.4
1973-05-08,250,17,100.0
1973-05-09,203,12,95.1
1973-05-10,140,7,90.9
1973-05-11,123,6,87.0
1973-05-12,140,7,86.8
1973-05-13,247,20,85.2
1973-05-14,463,80,89.3
1973-05-15,360,37,90.1
1973-05-16,320,33,89.5
1973-05-17,307,26,91.4
1973-05-18,283,22,95.4
1973-05-19,290,22,99.4
1973-05-20,303,24,104.7
1973-05-21,350,48,102.2
1973-05-22,273,21,103.1
1973-05-23,223,14,99.6
1973-05-24,77,4,104.5
1973-05-25,117,5,104.7
1973-05-26,140,8,101.1
1973-05-27,167,10,99.9
1973-05-28,167,8,94.1
1973-05-29,63,3,93.3
1973-05-30,40,2,90.8
1973-05-31,87,4,87.2
1973-06-01,60,3,97.7
1973-06-02,260,20,98.2
1973-06-03,227,14,95.2
1973-06-04,267,19,89.8
1973-06-05,193,10,91.4
1973-06-06,163,8,99.2
1973-06-07,67,4,105.4
1973-06-08,123,6,108.8
1973-06-09,167,9,109.4
1973-06-10,287,33,108.8
1973-06-11,347,34,106.1
1973-06-12,333,30,101.3
1973-06-13,293,24,100.3
